EEG,Heart,Pressure,Label
255,76,106,A
198,76,167,C
183,77,154,C
175,70,145,C
237,77,129,A
258,79,102,A
180,88,123,B
166,81,110,B
189,88,131,B
197,75,143,C
180,76,156,C
258,70,107,A
188,70,155,C
170,78,158,C
173,71,140,C
187,79,154,C
247,80,123,A
186,83,106,B
189,79,160,C
170,70,145,C
192,75,140,C
253,74,122,A
171,83,131,B
195,75,165,C
191,76,145,C
160,87,100,B
158,90,117,B
155,89,115,B
286,77,101,A
192,87,130,B
154,79,152,C
199,86,120,B
167,86,115,B
182,79,170,C
183,82,137,B
182,73,148,C
155,73,149,C
190,81,115,B
190,86,114,B
165,76,145,C
158,75,169,C
178,75,167,C
165,86,115,B
182,79,145,C
163,71,149,C
229,72,136,A
212,70,128,A
246,75,127,A
288,77,111,A
173,86,124,B
195,84,135,B
186,76,144,C
188,75,149,C
229,79,113,A
193,81,126,B
190,70,156,C
183,72,150,C
236,76,122,A
220,74,109,A
151,85,137,B
154,88,108,B
155,76,158,C
243,79,121,A
261,77,126,A
153,87,135,B
175,72,164,C
175,75,149,C
166,77,143,C
174,76,140,C
278,72,114,A
229,70,128,A
235,73,130,A
150,73,147,C
261,72,108,A
169,76,170,C
177,70,159,C
264,79,135,A
179,87,126,B
180,84,124,B
194,79,147,C
169,73,145,C
184,78,163,C
175,83,133,B
187,83,108,B
176,79,169,C
176,79,148,C
178,81,136,B
180,73,143,C
254,74,120,A
178,85,104,B
199,83,135,B
153,74,141,C
161,71,169,C
159,79,149,C
151,79,152,C
172,89,112,B
170,89,127,B
185,78,164,C
183,72,141,C
180,74,145,C
264,77,121,A
164,80,133,B
166,72,153,C
185,74,157,C
249,79,114,A
201,72,118,A
205,80,132,A
193,82,100,B
173,74,155,C
189,80,170,C
168,81,138,B
150,81,136,B
193,75,169,C
177,74,153,C
237,71,109,A
173,86,133,B
156,85,128,B
195,86,127,B
189,76,144,C
160,76,158,C
178,76,156,C
252,75,122,A
165,87,140,B
156,85,103,B
152,80,142,C
182,76,150,C
171,74,156,C
209,76,132,A
153,74,155,C
167,73,143,C
190,76,144,C
156,79,165,C
247,77,120,A
249,71,138,A
297,71,103,A
175,83,112,B
194,70,152,C
156,75,150,C
189,76,143,C
289,74,113,A
153,84,120,B
158,90,114,B
176,76,159,C
176,71,159,C
171,76,159,C
198,78,140,C
226,75,102,A
189,85,136,B
169,86,122,B
153,70,150,C
157,85,131,B
174,77,163,C
295,73,112,A
175,76,166,C
188,88,102,B
184,75,143,C
185,88,129,B
154,84,119,B
157,77,163,C
183,70,146,C
194,80,153,C
286,79,140,A
287,80,111,A
190,87,135,B
151,73,146,C
168,73,156,C
196,72,164,C
233,77,127,A
295,79,136,A
183,80,106,B
184,74,159,C
173,70,153,C
279,74,100,A
195,88,124,B
191,85,102,B
157,70,160,C
172,72,156,C
193,78,160,C
193,89,114,B
153,80,132,B
190,71,151,C
171,90,124,B
170,81,112,B
183,82,124,B
173,76,157,C
177,74,143,C
174,72,158,C
158,77,142,C
172,75,146,C
273,70,120,A
193,75,158,C
182,75,148,C
176,80,157,C
190,76,163,C
168,76,165,C
215,79,132,A
243,74,138,A
191,87,102,B
154,74,145,C
283,75,119,A
282,74,140,A
195,78,162,C
178,72,152,C
150,79,147,C
152,80,170,C
277,71,105,A
279,80,129,A
279,76,134,A
161,90,125,B
157,84,138,B
163,81,121,B
180,74,167,C
180,75,162,C
178,77,159,C
300,72,109,A
179,73,150,C
244,70,113,A
226,80,119,A
285,73,116,A
235,80,127,A
271,71,115,A
153,82,106,B
269,76,107,A
176,81,119,B
192,90,121,B
192,81,102,B
198,77,168,C
155,80,160,C
187,74,154,C
177,80,164,C
215,75,115,A
254,73,139,A
296,74,101,A
280,73,108,A
279,71,125,A
214,70,134,A
293,71,132,A
199,71,147,C
183,72,170,C
291,77,105,A
221,78,123,A
156,71,160,C
175,74,144,C
187,71,144,C
172,76,151,C
194,75,149,C
173,71,156,C
172,71,141,C
173,78,167,C
201,71,132,A
241,80,118,A
184,83,118,B
185,80,110,B
180,86,127,B
197,71,163,C
166,79,147,C
162,73,142,C
292,73,117,A
203,73,139,A
171,82,105,B
166,89,105,B
196,83,121,B
224,74,115,A
178,76,162,C
152,80,151,C
233,80,137,A
208,70,127,A
264,71,111,A
233,72,106,A
184,81,124,B
176,87,119,B
170,82,113,B
170,78,154,C
191,71,162,C
165,89,123,B
173,71,150,C
182,78,145,C
168,74,164,C
209,78,106,A
281,70,121,A
175,85,123,B
185,79,156,C
203,78,122,A
152,81,124,B
173,75,164,C
172,72,149,C
247,80,117,A
174,85,121,B
152,74,155,C
151,78,146,C
156,73,166,C
237,80,110,A
272,77,131,A
179,83,133,B
199,71,155,C
178,79,143,C
195,73,165,C
181,75,161,C
212,78,132,A
181,86,138,B
155,83,103,B
171,72,149,C
285,80,111,A
151,81,100,B
166,84,121,B
162,74,166,C
188,78,153,C
211,71,130,A
255,79,139,A
172,89,106,B
181,82,115,B
179,71,148,C
199,70,140,C
183,74,167,C
287,75,132,A
286,70,101,A
267,76,139,A
167,73,147,C
197,73,169,C
184,80,162,C
295,80,114,A
175,84,100,B
199,78,154,C
198,73,142,C
299,74,133,A
263,73,102,A
278,74,119,A
157,80,128,B
163,81,140,B
178,71,169,C
193,87,102,B
153,70,154,C
293,80,106,A
253,71,129,A
179,90,138,B
182,83,121,B
161,74,154,C
196,73,159,C
192,81,139,B
183,75,148,C
200,80,158,C
178,74,170,C
158,78,160,C
269,73,120,A
211,70,101,A
200,75,127,A
183,78,167,C
173,76,143,C
293,74,104,A
197,80,124,B
175,83,101,B
165,80,113,B
166,72,148,C
166,78,165,C
201,78,127,A
220,76,131,A
206,75,111,A
281,75,117,A
190,81,129,B
184,84,127,B
168,78,144,C
197,71,152,C
172,72,164,C
170,70,144,C
186,79,141,C
282,79,104,A
260,77,133,A
266,73,136,A
196,81,129,B
151,83,131,B
157,75,146,C
297,70,137,A
222,76,121,A
245,79,104,A
184,89,138,B
188,84,127,B
197,87,122,B
172,82,108,B
193,72,140,C
191,75,146,C
152,88,119,B
187,85,111,B
170,82,102,B
171,71,147,C
164,78,165,C
250,72,136,A
257,78,106,A
214,74,130,A
196,71,157,C
227,74,103,A
174,81,109,B
176,86,115,B
170,80,102,B
187,85,108,B
160,73,166,C
175,80,154,C
165,70,167,C
269,74,112,A
206,70,107,A
236,70,131,A
184,81,130,B
165,87,132,B
163,89,108,B
170,79,165,C
265,71,132,A
213,70,140,A
193,81,135,B
175,90,122,B
161,88,128,B
166,82,107,B
183,74,143,C
278,74,139,A
162,83,133,B
174,88,102,B
165,79,141,C
168,80,166,C
153,72,163,C
158,75,157,C
174,85,106,B
188,87,129,B
200,79,153,C
194,74,156,C
233,74,135,A
275,72,105,A
182,81,130,B
155,80,124,B
183,89,115,B
180,78,150,C
190,76,154,C
167,75,166,C
211,71,114,A
154,90,134,B
189,86,135,B
193,73,146,C
170,75,166,C
185,70,152,C
181,78,164,C
299,70,127,A
188,84,106,B
184,71,141,C
172,70,141,C
253,74,125,A
161,82,133,B
169,80,123,B
186,72,158,C
280,71,106,A
222,79,103,A
243,75,119,A
168,86,123,B
190,87,137,B
168,87,132,B
221,78,126,A
208,79,137,A
225,80,108,A
190,85,108,B
152,70,146,C
200,77,103,A
177,87,131,B
163,81,108,B
194,77,163,C
238,78,122,A
157,88,118,B
152,70,153,C
152,72,147,C
190,71,143,C
159,75,161,C
271,79,133,A
202,76,135,A
180,84,107,B
158,89,105,B
172,84,101,B
191,78,166,C
196,70,161,C
200,72,155,C
181,71,151,C
172,87,125,B
197,80,115,B
162,76,149,C
200,70,154,C
170,81,101,B
182,90,137,B
198,71,151,C
169,75,160,C
175,83,102,B
194,83,137,B
193,85,120,B
176,77,159,C
213,74,108,A
223,74,140,A
187,85,129,B
189,77,150,C
168,79,160,C
198,77,140,C
184,70,163,C
290,75,116,A
246,71,126,A
196,82,111,B
169,74,164,C
151,75,167,C
281,74,106,A
191,80,169,C
166,70,170,C
193,73,156,C
167,71,146,C
282,71,117,A
292,75,135,A
164,86,120,B
185,90,108,B
164,79,147,C
181,72,156,C
220,71,139,A
154,73,157,C
170,73,150,C
157,71,143,C
235,70,123,A
277,76,105,A
191,88,111,B
164,74,149,C
189,76,140,C
164,80,158,C
284,80,114,A
267,70,132,A
186,81,103,B
169,88,127,B
174,80,131,B
181,83,128,B
183,82,136,B
295,70,109,A
198,82,102,B
179,84,120,B
159,85,116,B
198,77,157,C
184,76,169,C
195,86,117,B
216,79,127,A
170,85,134,B
154,85,129,B
190,74,157,C
165,72,149,C
241,71,106,A
246,73,127,A
216,79,137,A
155,83,113,B
162,90,109,B
188,71,159,C
195,80,163,C
179,80,148,C
281,76,105,A
178,87,101,B
196,84,115,B
157,74,151,C
196,75,143,C
171,80,100,B
153,71,163,C
282,78,139,A
234,73,129,A
160,70,147,C
154,74,160,C
210,77,132,A
288,79,137,A
289,80,112,A
216,75,101,A
192,80,125,B
199,90,117,B
173,76,169,C
156,71,145,C
215,76,120,A
191,81,106,B
162,74,154,C
165,80,164,C
223,73,112,A
276,71,108,A
275,74,136,A
242,73,134,A
155,80,136,B
160,70,148,C
175,73,155,C
189,74,155,C
174,70,170,C
223,77,109,A
190,87,101,B
187,78,162,C
159,71,170,C
228,75,109,A
278,78,127,A
203,78,135,A
187,82,119,B
198,81,135,B
230,75,111,A
179,82,123,B
158,82,127,B
175,89,137,B
192,73,163,C
178,75,169,C
183,72,169,C
159,80,164,C
217,73,129,A
174,81,126,B
154,88,105,B
271,78,135,A
217,77,101,A
276,77,124,A
190,86,137,B
271,78,126,A
204,79,136,A
170,82,121,B
169,87,108,B
224,79,121,A
156,89,109,B
159,78,148,C
178,72,151,C
161,75,148,C
283,77,108,A
214,74,125,A
212,76,117,A
196,86,114,B
159,86,120,B
192,71,142,C
262,79,137,A
159,84,119,B
168,85,110,B
158,70,156,C
250,80,129,A
156,77,167,C
168,76,170,C
175,75,170,C
200,75,131,A
165,80,145,C
165,73,152,C
215,73,133,A
228,74,114,A
200,80,162,C
233,71,113,A
162,84,128,B
185,88,104,B
177,74,167,C
185,87,135,B
165,73,143,C
158,71,149,C
215,70,119,A
179,81,125,B
164,84,138,B
187,90,114,B
160,79,165,C
193,78,168,C
183,83,112,B
182,72,147,C
182,80,140,C
173,79,148,C
297,77,104,A
184,87,132,B
175,79,170,C
162,80,161,C
293,73,121,A
172,79,165,C
198,77,155,C
181,73,155,C
182,77,157,C
203,71,136,A
204,75,129,A
253,74,114,A
283,73,103,A
151,82,119,B
185,88,122,B
300,78,131,A
274,70,140,A
236,70,124,A
180,84,117,B
179,85,125,B
183,76,146,C
171,80,147,C
191,80,132,B
182,77,157,C
293,70,115,A
289,74,114,A
254,80,136,A
166,89,111,B
170,77,162,C
191,81,134,B
168,70,170,C
198,70,150,C
192,77,142,C
188,73,146,C
166,76,164,C
189,74,140,C
161,70,155,C
153,72,159,C
168,72,143,C
217,77,130,A
228,71,118,A
197,81,139,B
190,79,149,C
198,74,163,C
164,78,153,C
194,82,123,B
190,78,159,C
211,70,106,A
242,72,109,A
267,76,135,A
233,80,131,A
200,72,151,C
161,74,147,C
167,77,153,C
215,70,136,A
192,83,106,B
176,79,140,C
158,79,158,C
236,73,104,A
228,70,104,A
188,87,135,B
187,78,156,C
279,70,106,A
279,70,109,A
176,73,144,C
254,72,131,A
157,88,130,B
200,73,170,C
175,79,168,C
295,80,123,A
233,74,111,A
174,87,125,B
190,85,125,B
185,71,155,C
194,80,153,C
157,73,154,C
164,78,158,C
176,75,146,C
185,85,136,B
198,90,111,B
161,88,106,B
152,90,104,B
189,89,138,B
198,76,144,C
182,74,159,C
158,74,148,C
174,73,143,C
218,78,137,A
272,72,133,A
254,79,131,A
185,86,100,B
184,83,117,B
246,73,115,A
181,87,133,B
161,86,123,B
166,79,167,C
159,81,101,B
196,85,128,B
155,81,112,B
188,77,142,C
170,75,160,C
186,75,166,C
167,86,115,B
195,79,166,C
173,84,113,B
182,78,151,C
194,79,161,C
264,70,131,A
261,80,122,A
285,75,127,A
237,79,100,A
175,83,130,B
162,88,125,B
175,87,130,B
197,83,109,B
170,78,145,C
189,77,156,C
181,72,163,C
198,72,146,C
179,89,137,B
164,75,163,C
230,77,118,A
293,77,131,A
183,85,106,B
195,84,117,B
197,86,106,B
163,70,151,C
176,80,151,C
164,87,106,B
173,90,129,B
181,84,132,B
157,88,132,B
193,88,121,B
185,75,152,C
175,76,149,C
215,73,122,A
258,74,106,A
279,75,120,A
160,88,115,B
194,85,124,B
181,78,141,C
180,79,162,C
150,79,144,C
208,72,120,A
286,73,116,A
206,75,111,A
154,82,126,B
197,87,119,B
172,80,113,B
167,84,128,B
174,73,164,C
170,74,170,C
151,78,146,C
200,75,132,A
266,75,134,A
199,79,167,C
183,85,101,B
185,78,150,C
180,71,145,C
237,78,112,A
158,82,128,B
172,82,133,B
176,72,170,C
161,73,144,C
160,75,155,C
297,71,121,A
169,87,133,B
198,87,113,B
173,90,111,B
164,78,158,C
293,78,121,A
271,75,124,A
180,81,117,B
200,81,112,B
186,74,140,C
257,70,132,A
156,82,100,B
178,79,164,C
159,74,155,C
164,74,162,C
195,71,151,C
210,77,110,A
155,83,116,B
163,77,157,C
238,72,134,A
199,81,114,B
156,79,168,C
157,70,160,C
182,70,164,C
225,73,102,A
173,87,104,B
163,73,170,C
187,78,156,C
200,78,140,C
238,73,131,A
157,88,128,B
192,78,170,C
163,77,159,C
202,71,113,A
175,81,116,B
173,90,106,B
171,81,132,B
183,77,148,C
190,76,148,C
198,84,114,B
194,85,136,B
244,77,139,A
222,75,128,A
231,80,121,A
274,74,106,A
178,79,163,C
165,77,142,C
163,75,170,C
161,79,145,C
195,71,147,C
225,72,124,A
206,72,121,A
200,81,125,B
168,73,152,C
199,77,152,C
171,78,170,C
152,76,169,C
156,72,163,C
271,72,131,A
157,78,169,C
234,73,136,A
273,79,115,A
256,75,115,A
174,80,120,B
159,70,141,C
170,75,166,C
190,78,162,C
289,80,115,A
202,73,129,A
223,76,110,A
187,87,122,B
200,80,122,B
174,73,154,C
174,76,144,C
159,84,140,B
172,75,161,C
173,72,156,C
189,79,163,C
190,71,148,C
192,77,163,C
157,75,143,C
186,72,140,C
238,79,140,A
198,81,134,B
157,86,104,B
169,85,101,B
163,75,160,C
227,74,135,A
192,83,104,B
161,82,131,B
170,80,144,C
188,78,143,C
175,76,150,C
190,74,141,C
208,78,132,A
282,78,120,A
252,78,133,A
214,79,125,A
157,73,144,C
164,72,167,C
211,72,117,A
223,77,125,A
216,73,131,A
263,72,118,A
231,79,125,A
191,81,125,B
150,80,109,B
152,84,109,B
185,80,149,C
183,70,169,C
219,78,115,A
177,88,118,B
181,78,163,C
157,79,159,C
171,71,158,C
261,76,127,A
263,76,101,A
252,74,137,A
172,70,159,C
176,79,153,C
203,74,128,A
243,78,130,A
213,76,132,A
188,86,120,B
182,89,124,B
183,85,109,B
160,72,151,C
189,75,156,C
180,76,168,C
214,70,113,A
269,76,123,A
262,70,129,A
293,77,114,A
291,75,122,A
257,72,123,A
178,87,117,B
153,77,147,C
183,76,169,C
198,78,161,C
187,73,151,C
208,72,130,A
179,78,151,C
192,85,113,B
189,87,135,B
170,82,111,B
150,82,139,B
157,71,156,C
161,72,150,C
268,73,128,A
166,82,100,B
153,82,105,B
171,85,100,B
162,75,149,C
161,87,105,B
183,79,154,C
192,70,153,C
179,79,168,C
173,72,157,C
226,76,136,A
260,78,104,A
210,70,102,A
154,78,161,C
153,77,150,C
261,76,103,A
185,90,102,B
167,88,138,B
189,75,169,C
186,77,168,C
181,79,145,C
180,78,158,C
292,71,110,A
184,84,126,B
189,87,103,B
170,71,143,C
196,80,158,C
173,73,147,C
170,77,149,C
247,72,107,A
198,87,127,B
150,80,103,B
179,76,163,C
195,72,169,C
181,76,158,C
198,76,148,C
192,80,170,C
182,70,152,C
170,72,140,C
201,72,136,A
155,80,129,B
168,83,106,B
198,70,163,C
199,75,158,C
188,80,156,C
236,73,139,A
279,80,121,A
207,71,106,A
255,70,115,A
191,85,106,B
173,73,170,C
151,88,134,B
150,80,130,B
173,77,140,C
198,74,157,C
168,70,168,C
192,78,161,C
272,71,126,A
176,87,101,B
170,80,121,B
170,86,130,B
166,73,160,C
194,80,158,C
187,80,144,C
206,73,131,A
239,74,127,A
290,77,139,A
161,86,135,B
182,72,155,C
225,73,101,A
163,77,149,C
178,85,104,B
186,71,153,C
160,79,156,C
231,75,137,A
298,78,109,A
178,76,147,C
192,73,142,C
247,78,136,A
183,76,170,C
178,87,120,B
150,81,104,B
171,80,121,B
190,78,155,C
150,76,141,C
243,72,139,A
160,87,110,B
194,78,140,C
212,75,137,A
261,79,100,A
212,74,130,A
153,86,133,B
232,71,121,A
211,71,125,A
169,81,107,B
165,71,169,C
186,79,167,C
172,74,149,C
152,71,156,C
240,72,118,A
202,76,136,A
150,89,139,B
174,70,159,C
166,70,161,C
155,73,148,C
172,79,155,C
166,70,150,C
299,70,128,A
235,74,101,A
175,82,135,B
182,88,111,B
171,81,134,B
177,70,170,C
215,79,101,A
153,86,118,B
185,71,168,C
179,71,161,C
170,76,140,C
166,89,109,B
198,82,122,B
161,80,138,B
188,87,104,B
189,89,130,B
185,81,129,B
176,77,149,C
158,79,163,C
258,79,133,A
209,72,111,A
181,80,108,B
248,80,117,A
180,85,132,B
198,82,111,B
167,84,103,B
191,88,115,B
150,79,145,C
187,75,157,C
172,74,143,C
294,71,133,A
207,75,113,A
171,87,114,B
170,85,130,B
170,79,148,C
250,73,122,A
200,71,123,A
157,89,127,B
179,84,109,B
176,79,146,C
177,73,152,C
161,80,154,C
192,86,109,B
167,79,142,C
176,87,105,B
160,72,152,C
193,79,165,C
237,71,104,A
163,88,136,B
198,88,123,B
154,76,162,C
197,78,147,C
156,76,142,C
152,73,168,C
197,73,154,C
179,85,126,B
156,88,106,B
188,86,132,B
178,80,148,C
198,75,147,C
222,71,123,A
206,75,113,A
178,85,135,B
154,71,160,C
200,75,160,C
188,71,150,C
174,71,169,C
158,85,127,B
199,84,106,B
195,90,104,B
155,84,112,B
166,74,150,C
181,76,154,C
187,80,168,C
161,76,142,C
189,72,143,C
228,71,118,A
290,72,114,A
249,74,100,A
262,75,118,A
188,82,107,B
185,72,170,C
193,79,159,C
291,71,128,A
175,88,124,B
184,80,141,C
298,72,116,A
151,88,113,B
179,79,160,C
150,79,158,C
243,70,138,A
160,78,146,C
159,90,131,B
152,79,160,C
169,71,158,C
186,87,121,B
194,80,146,C
191,75,165,C
186,80,140,C
183,74,155,C
193,79,162,C
272,78,102,A
182,82,137,B
187,71,164,C
228,80,136,A
196,86,106,B
177,81,119,B
158,71,143,C
176,84,134,B
195,83,101,B
182,75,165,C
195,70,160,C
199,86,125,B
170,88,110,B
186,77,143,C
152,71,165,C
263,74,114,A
243,79,116,A
282,75,112,A
173,90,112,B
196,80,142,C
173,71,170,C
184,77,152,C
176,73,157,C
194,77,146,C
261,72,126,A
213,77,132,A
171,86,136,B
152,86,126,B
150,88,133,B
227,77,103,A
212,78,102,A
200,83,111,B
193,89,109,B
162,76,162,C
287,70,112,A
236,77,119,A
156,80,116,B
159,88,135,B
170,79,169,C
165,75,164,C
261,79,119,A
220,78,100,A
283,75,123,A
150,83,110,B
160,74,160,C
285,77,112,A
225,79,112,A
181,90,130,B
158,70,160,C
160,72,156,C
287,80,103,A
290,78,139,A
254,76,127,A
164,79,150,C
180,80,153,C
187,75,156,C
206,76,108,A
194,89,131,B
200,78,151,C
172,70,155,C
189,90,135,B
174,90,140,B
193,77,154,C
259,70,122,A
153,74,161,C
195,77,151,C
202,74,131,A
270,77,103,A
268,74,123,A
199,71,166,C
159,80,149,C
181,72,161,C
191,75,164,C
179,70,165,C
230,77,102,A
203,77,115,A
223,78,136,A
230,77,127,A
178,87,115,B
155,87,120,B
162,83,103,B
180,86,116,B
190,70,160,C
191,71,147,C
190,77,145,C
198,78,140,C
210,80,128,A
170,80,101,B
152,76,148,C
151,73,141,C
166,77,159,C
155,84,130,B
161,84,101,B
175,80,156,C
152,77,147,C
165,71,144,C
159,79,143,C
274,73,126,A
184,70,170,C
155,70,156,C
287,76,140,A
218,77,122,A
253,71,138,A
165,80,127,B
191,80,113,B
198,74,170,C
163,80,140,C
194,78,167,C
153,74,166,C
187,78,168,C
287,75,114,A
273,79,103,A
253,73,131,A
262,78,119,A
157,88,108,B
175,76,170,C
153,74,151,C
251,74,137,A
219,75,129,A
253,71,137,A
187,87,105,B
174,84,111,B
164,87,138,B
182,75,150,C
171,80,143,C
161,72,159,C
272,77,126,A
225,75,130,A
189,78,151,C
183,78,143,C
162,73,143,C
185,74,142,C
162,77,167,C
179,71,148,C
269,71,126,A
197,81,113,B
186,80,164,C
154,77,159,C
156,76,164,C
212,79,113,A
186,90,123,B
194,73,147,C
184,76,154,C
189,80,161,C
195,74,144,C
221,71,112,A
181,84,110,B
151,87,140,B
150,88,132,B
184,73,162,C
166,73,154,C
277,71,105,A
181,80,106,B
154,84,127,B
155,72,170,C
197,71,151,C
162,71,169,C
172,80,163,C
187,71,146,C
252,76,122,A
287,70,128,A
183,77,166,C
205,71,101,A
227,75,100,A
261,75,113,A
174,72,157,C
163,72,169,C
162,73,161,C
267,80,131,A
183,90,107,B
180,82,136,B
155,74,169,C
154,90,110,B
199,73,161,C
165,74,141,C
287,80,140,A
151,80,129,B
186,79,140,C
191,73,155,C
159,76,156,C
174,83,140,B
185,83,108,B
156,72,142,C
164,71,140,C
153,77,158,C
203,79,104,A
296,72,114,A
190,82,132,B
156,74,142,C
174,71,153,C
265,79,102,A
231,75,140,A
223,70,115,A
232,71,112,A
157,77,145,C
196,78,152,C
221,79,122,A
172,84,104,B
184,86,138,B
151,74,140,C
186,79,146,C
215,80,136,A
161,80,162,C
188,77,163,C
153,70,147,C
167,79,149,C
240,80,123,A
206,72,118,A
241,72,122,A
191,86,139,B
160,83,132,B
198,87,129,B
175,77,169,C
182,70,150,C
151,75,142,C
181,77,142,C
227,79,108,A
269,78,130,A
174,81,109,B
168,83,102,B
173,71,158,C
218,80,109,A
240,73,101,A
165,71,161,C
175,73,141,C
165,80,155,C
262,76,117,A
236,78,101,A
166,89,110,B
171,80,140,B
193,81,128,B
200,74,143,C
218,71,118,A
157,86,134,B
188,71,163,C
228,71,104,A
263,72,101,A
300,75,122,A
183,83,101,B
190,90,131,B
164,78,153,C
223,78,138,A
284,75,124,A
297,78,134,A
188,72,165,C
174,77,163,C
251,78,119,A
269,71,107,A
177,79,140,C
258,79,133,A
153,76,143,C
160,78,156,C
196,73,170,C
219,73,107,A
249,78,104,A
229,71,132,A
233,73,112,A
193,80,103,B
191,76,170,C
182,76,144,C
184,70,168,C
227,80,134,A
192,87,124,B
152,90,136,B
159,72,170,C
153,75,169,C
271,74,130,A
266,78,134,A
154,82,127,B
176,77,152,C
180,80,140,C
188,75,140,C
237,70,119,A
155,88,131,B
187,81,134,B
156,71,152,C
175,72,141,C
186,78,151,C
278,73,117,A
267,78,110,A
199,78,160,C
171,72,144,C
238,76,105,A
179,82,121,B
190,86,106,B
170,78,147,C
280,73,119,A
230,70,108,A
218,71,123,A
157,78,154,C
180,73,168,C
182,87,119,B
178,84,130,B
161,77,152,C
162,80,146,C
174,73,157,C
197,79,159,C
248,75,134,A
209,77,117,A
235,72,104,A
164,79,141,C
191,77,162,C
175,77,152,C
171,80,146,C
174,73,142,C
278,70,135,A
195,88,137,B
192,82,109,B
240,71,118,A
237,75,121,A
286,76,120,A
291,74,116,A
242,80,136,A
165,71,162,C
190,76,168,C
157,88,129,B
195,76,150,C
154,70,154,C
153,73,141,C
166,70,164,C
162,70,170,C
295,73,102,A
189,73,166,C
166,74,148,C
190,77,165,C
172,76,156,C
183,70,152,C
153,75,157,C
207,70,103,A
163,86,134,B
179,90,137,B
170,80,154,C
186,78,148,C
169,87,105,B
164,82,119,B
176,87,137,B
170,73,141,C
172,76,141,C
230,79,140,A
168,85,129,B
151,88,122,B
183,71,148,C
160,71,150,C
294,74,140,A
178,82,120,B
232,77,108,A
295,76,139,A
251,74,136,A
177,80,140,B
166,71,140,C
153,78,140,C
274,74,102,A
186,86,103,B
176,84,130,B
164,80,165,C
291,76,119,A
243,72,137,A
258,79,140,A
210,74,114,A
170,85,112,B
197,70,142,C
199,70,159,C
194,77,142,C
224,70,102,A
264,76,139,A
195,84,137,B
164,85,122,B
157,80,132,B
189,72,141,C
192,73,149,C
280,75,131,A
204,73,129,A
153,82,138,B
176,80,133,B
161,85,134,B
179,77,153,C
271,73,120,A
165,80,104,B
174,76,162,C
157,74,160,C
290,70,100,A
221,73,112,A
159,80,122,B
184,81,120,B
165,76,167,C
213,79,122,A
218,71,138,A
199,84,136,B
150,81,128,B
189,83,110,B
289,78,103,A
171,85,124,B
177,71,163,C
182,78,164,C
181,71,163,C
193,75,167,C
185,80,145,C
218,74,109,A
177,83,111,B
177,84,123,B
180,88,121,B
190,86,108,B
179,73,155,C
176,72,150,C
167,78,141,C
189,84,117,B
179,82,117,B
166,90,103,B
158,74,148,C
191,89,111,B
176,77,150,C
295,78,132,A
162,82,134,B
151,75,143,C
162,70,145,C
271,72,106,A
242,77,137,A
181,80,101,B
163,81,136,B
153,77,153,C
197,73,169,C
179,76,160,C
175,79,164,C
170,77,142,C
244,80,136,A
256,70,110,A
199,84,114,B
199,85,125,B
163,86,105,B
177,80,156,C
254,71,115,A
159,80,133,B
157,74,156,C
271,72,100,A
285,70,123,A
189,74,147,C
210,80,132,A
158,77,142,C
194,78,161,C
174,70,153,C
193,70,146,C
274,71,107,A
178,82,126,B
186,89,128,B
152,70,161,C
183,80,166,C
252,70,132,A
252,72,129,A
213,77,118,A
196,86,110,B
196,80,148,C
211,74,118,A
156,88,100,B
167,90,112,B
173,82,123,B
162,73,141,C
159,75,145,C
292,70,109,A
233,73,112,A
152,83,114,B
197,83,134,B
158,70,165,C
195,71,170,C
169,83,106,B
171,79,163,C
210,71,112,A
154,83,107,B
165,86,104,B
151,80,170,C
210,72,129,A
171,88,138,B
194,74,152,C
168,75,150,C
190,73,158,C
161,85,138,B
151,84,137,B
185,72,154,C
155,78,157,C
152,72,166,C
264,72,109,A
178,90,134,B
189,85,136,B
184,85,108,B
200,88,133,B
170,89,108,B
200,70,157,C
158,79,156,C
192,70,140,C
196,72,142,C
161,71,166,C
157,79,143,C
200,74,157,C
171,73,146,C
209,78,103,A
242,73,126,A
190,84,137,B
169,81,124,B
168,83,136,B
166,70,149,C
172,73,140,C
183,77,146,C
204,76,122,A
197,81,138,B
195,72,167,C
175,78,158,C
173,87,125,B
174,88,115,B
151,80,100,B
173,74,161,C
151,89,120,B
266,77,128,A
154,90,133,B
187,86,127,B
156,73,145,C
170,82,124,B
198,83,107,B
188,76,151,C
276,78,108,A
240,71,133,A
164,82,129,B
229,73,102,A
205,79,113,A
234,73,129,A
196,89,108,B
155,78,160,C
196,76,166,C
171,71,162,C
260,77,102,A
289,79,120,A
230,80,138,A
156,88,127,B
197,81,106,B
175,87,115,B
178,75,150,C
199,74,150,C
157,77,148,C
152,73,143,C
204,76,121,A
181,88,114,B
180,87,119,B
170,84,131,B
200,77,148,C
206,77,118,A
291,71,102,A
163,87,117,B
294,72,102,A
161,89,129,B
159,74,159,C
153,71,156,C
246,79,108,A
193,72,149,C
200,78,168,C
168,87,125,B
181,88,101,B
178,86,115,B
159,71,145,C
169,80,169,C
293,73,104,A
270,74,115,A
222,80,123,A
235,78,117,A
267,79,108,A
164,81,140,B
163,86,110,B
166,74,148,C
166,78,165,C
243,78,136,A
195,90,119,B
181,89,116,B
159,75,158,C
183,76,148,C
292,77,100,A
240,73,127,A
170,89,100,B
160,84,125,B
163,73,157,C
159,72,155,C
275,76,111,A
